時候,1.0
沒有,0.9278158413848219
大家,0.835258037138275
學校,0.8030756118061674
教育,0.7370071181842044
設計,0.705788291101063
可能,0.6502275345197557
覺得,0.6032505197057073
能夠,0.5821407553532935
學生,0.531521878117372
老師,0.4605966346655224
希望,0.41631758830434995
部分,0.4141124496063336
孩子,0.3959112306854531
大學,0.38601976849805847
知道,0.37720289185231776
故事,0.37249038803755297
小朋友,0.3617089117998167
開始,0.3585734973678855
看到,0.3314006754315756
台灣,0.3258671115310811
朋友,0.3245355502392396
需要,0.3214518119970447
事情,0.30505354150345604
時間,0.29436514428111754
學習,0.2898623701541812
問題,0.2870034591457021
東西,0.26153774447099604
分享,0.2469782345854506
過程,0.24266234715354823
科技,0.24078032430448687
方式,0.24073612545749518
應該,0.2395888099169605
地方,0.23910976123064892
透過,0.23754005795680747
發現,0.23252381466743813
工作,0.22553926311222056
方面,0.22494546559803694
教育部,0.2204624848976415
同學,0.2201259427595837
生活,0.2174327171433335
活動,0.21277262863916868
媽媽,0.205186021561584
謝謝,0.20201283068922424
服務,0.1983561087280032
能力,0.19659676631961862
喜歡,0.19645533057369613
出來,0.19530379688117652
瞭解,0.19115617852040823
發展,0.18804200438087648
課程,0.18699388065744482
相關,0.1866617154602714
繼續,0.1857512914312321
教學,0.1817530866732394
產品,0.18059906264010084
節目,0.17711989899835523
好像,0.17583204412629283
使用,0.17546653796384548
起來,0.1707364068020596
社會,0.1702456264168512
歡迎,0.16269266341880362
經驗,0.1620548607022218
國際,0.16162733252972983
計劃,0.15846492413670998
進行,0.15759855613273827
文化,0.15516633122581372
資源,0.15295807482571025
世界,0.15196289244290753
環境,0.15117908062420501
研究,0.14975162519453686
不能,0.14600539376792016
提到,0.14526352573127044
叫做,0.1442651613133009
機會,0.1440516077173136
中心,0.14290551024844173
變成,0.14189231383734421
參加,0.1410577900638242
體驗,0.14065288526768424
國家,0.13960588224490406
公司,0.13863643805104595
思考,0.1380923791008757
提供,0.1366320398112887
合作,0.1324268074810507
辦法,0.13095638025017767
閱讀,0.12852200315920104
想要,0.12776473490750465
校長,0.12746573420287685
生命,0.124896328582804
得到,0.1218544665267253
包括,0.12130424459734668
作品,0.12012441696943196
產業,0.11855339427086063
介紹,0.11841770373816651
收聽,0.11740134961463873
資訊,0.11675733808179342
晚安,0.1164287423842687
成為,0.11641638469006628
推動,0.11540159293201888
專業,0.1137638255750871
認為,0.11283593570880598
邀請,0.11217225848982063
设计,0.11186819647422178
企業,0.11115986667435229
感覺,0.11081262447220654
設備,0.11005845072123732
技術,0.10954292949294307
參與,0.10865764790914924
影響,0.10860257018705287
創意,0.1085865876977957
需求,0.10854234994269266
發生,0.10592375153888631
運動,0.10549006133547585
進入,0.1054191003226067
幫助,0.10445624724135245
領域,0.10202560732494066
交易,0.10086305036127986
回到,0.10078723997255101
教授,0.0996069150288393
畢業,0.09900320677301835
家長,0.09820272479766999
創作,0.09538821762412211
基本上,0.09522800616820999
選擇,0.09489825075670985
相信,0.09394438955247762
表示,0.09365835199001057
動物,0.0929303802233969
創新,0.09281972428062273
回來,0.09270434937100924
爸爸,0.09263899451354646
人才,0.09213835690153152
解決,0.09201893321819835
改變,0.09173435799918708
美國,0.0911894906637705
概念,0.08889059742345597
人類,0.08885795785116739
日本,0.08875995925912177
鼓勵,0.08845710116423236
找到,0.08821791218310888
告訴,0.08557101585457491
方法,0.08498536974971388
造成,0.08467836041228699
使用者,0.0835779651948455
想到,0.08299275822456527
藝術,0.08259907269273843
台北,0.08212230472842158
聽到,0.08012598510659749
包含,0.07928314953684706
特色,0.07902486565649312
政府,0.07901998464750215
先生,0.07856870834269684
接下,0.0781355296984769
現場,0.0780932213813513
討論,0.07781569517735798
準備,0.07768267149018407
科學,0.0776708117328273
主持人,0.07744417569474062
帶著,0.07731398819920944
訓練,0.07725476877326273
結合,0.0770276457076772
系統,0.07671036246028973
認識,0.07628507512461012
開心,0.07580469352322315
方向,0.07561573409496221
規劃,0.07478982455890126
想法,0.0744382685278297
政策,0.074435393271867
管理,0.07403431276977834
利用,0.07346392011675865
獲得,0.07328309016543534
音樂,0.07272973001879685
作為,0.07239170440414038
才能,0.07229619267449745
應用,0.07189269613608
培養,0.0716529369778153
所謂,0.07139877810455265
經濟,0.07072437417659941
比賽,0.070597129904498
身體,0.06986744176773182
內容,0.06941942839147713
接受,0.06935548926826515
產生,0.06929373251427733
團隊,0.06917955511498684
加上,0.06846757879709653
願意,0.06846636186513175
用戶,0.0678289792657375
表現,0.06781575556620772
角色,0.06748089404277571
學院,0.06746726440840613
教師,0.06728978774459227
結果,0.06709376757489817
看看,0.06684262467425743
電腦,0.06633322954628361
增加,0.06601909481118072
知識,0.06565823955177465
精神,0.06433269138546353
實習,0.06377586033053256
感謝,0.06351339049826672
語言,0.06342609317005526
眼睛,0.0630686570489392
提升,0.06293892049475838
